Name, Fecha,Latchs,UserIo,SystemIo,Others,Application,Commit,Network,Cpu
DBC1, 2020-06-26 03:00:00, 143.61, 59.26, 356.36, 4.93, 125.8, 601.09, 0.15, 820.85
DBC1, 2020-06-26 04:00:00, 164.33, 74.33, 360.17, 7.33, 142, 727.33, 0.17, 859.83
DBC1, 2020-06-26 05:00:00, 138.83, 34.67, 299.17, 4.67, 107, 584.67, 0, 725.5
DBC1, 2020-06-26 06:00:00, 141.67, 38.17, 323.33, 4.33, 102.33, 579.17, 0.17, 769.33
DBC1, 2020-06-26 07:00:00, 131.8, 144.6, 445, 3.8, 88.6, 742.4, 0, 1063.2
DBC1, 2020-06-26 08:00:00, 153.5, 49.17, 333, 4.33, 96.5, 637, 0.17, 775.83
DBC1, 2020-06-26 09:00:00, 143.2, 35.4, 329.2, 4.8, 124.4, 611.8, 0, 762
DBC1, 2020-06-26 10:00:00, 151, 64.67, 377.67, 5.17, 135.17, 664.83, 0.17, 850
DBC1, 2020-06-26 11:00:00, 156.5, 43.67, 339.5, 4.83, 115.83, 603.83, 0, 817.5
DBC1, 2020-06-26 12:00:00, 179.17, 49.5, 363.83, 5.33, 164.17, 674.17, 0.17, 872.5
DBC1, 2020-06-26 13:00:00, 158.2, 62.8, 358.2, 4.2, 110.8, 668, 0, 826.8
DBC1, 2020-06-26 14:00:00, 158, 40.83, 343, 4.67, 117.83, 628.33, 0.17, 782.33
DBC1, 2020-06-26 15:00:00, 140.17, 43.33, 347.17, 4.5, 134.17, 586.67, 0, 796.5
DBC1, 2020-06-26 16:00:00, 147, 61.83, 356.83, 4.33, 118.67, 668.5, 0.17, 832
DBC1, 2020-06-26 17:00:00, 147.17, 31.83, 292, 5, 115.17, 534.17, 0, 690.5
DBC1, 2020-06-26 18:00:00, 183, 42.67, 359, 5, 144.5, 662.67, 0.17, 813.67
DBC1, 2020-06-26 19:00:00, 162.17, 66.5, 372.5, 4.67, 147.17, 683.33, 0, 850.33
DBC1, 2020-06-26 20:00:00, 153.67, 35.67, 336, 4, 116.67, 561.83, 0, 737.83
DBC1, 2020-06-26 21:00:00, 162.6, 37.4, 342.2, 4.8, 115.6, 600.4, 0.2, 769.8
DBC1, 2020-06-26 22:00:00, 70.5, 63.17, 357.67, 2.83, 104.67, 375, 0.33, 787.33
DBC1, 2020-06-26 23:00:00, 68.83, 65.33, 367.83, 7.5, 118, 377.67, 0.5, 815.5
DBC1, 2020-06-27 00:00:00, 92.5, 192.67, 511.67, 6.33, 232.33, 583.83, 0.67, 1035.33
DBC1, 2020-06-27 01:00:00, 94, 82.6, 436.8, 4.8, 144, 449.2, 0.2, 949.6
DBC1, 2020-06-27 02:00:00, 210.4, 33.6, 311, 6.8, 124.6, 631.8, 0.2, 805
DBC1, 2020-06-27 03:00:00, 103.11, 67.68, 383.72, 6.49, 150.33, 426.52, 0.27, 845.12
DBC1, 2020-06-27 04:00:00, 235.33, 78.83, 390.5, 10.5, 174.33, 736.5, 0.17, 929.17
DBC1, 2020-06-27 05:00:00, 215, 37.2, 341.2, 8.8, 145, 655.8, 0, 856.6
DBC1, 2020-06-27 06:00:00, 76.67, 54.67, 337, 4.83, 108.83, 333, 0.33, 821.33
DBC1, 2020-06-27 07:00:00, 130.33, 178.5, 556.33, 9.67, 158.33, 672.17, 1, 1268.83
DBC1, 2020-06-27 08:00:00, 97.2, 68.8, 384.4, 6.8, 130, 391.4, 0.4, 910.8
DBC1, 2020-06-27 09:00:00, 83.8, 47, 337.8, 5.6, 115, 325.2, 0.2, 765.8
DBC1, 2020-06-27 10:00:00, 99, 69.33, 374.17, 7.17, 115.83, 396.67, 0.33, 848
DBC1, 2020-06-27 11:00:00, 98.33, 54.83, 370.17, 9.5, 138.17, 351.67, 0.33, 820
DBC1, 2020-06-27 12:00:00, 77.33, 56.5, 351.67, 6.33, 109.5, 327.67, 0.17, 812.83
DBC1, 2020-06-27 13:00:00, 57.8, 66.4, 360.8, 3.6, 121.8, 380.2, 0.4, 771.2
DBC1, 2020-06-27 14:00:00, 55.17, 52.5, 346.17, 2.83, 133.67, 313.67, 0.17, 732.5
DBC1, 2020-06-27 15:00:00, 53.5, 51.17, 361.67, 2.67, 149.83, 326.83, 0.33, 748.33
DBC1, 2020-06-27 16:00:00, 59, 66.5, 382.33, 3.83, 153.17, 378.33, 0.17, 797.67
DBC1, 2020-06-27 17:00:00, 69.8, 50.2, 374.8, 4.2, 135.2, 330.4, 0.2, 790.2
DBC1, 2020-06-27 18:00:00, 59.67, 54, 378, 4.33, 166.83, 328.67, 0.17, 787.5
DBC1, 2020-06-27 19:00:00, 74.17, 67.17, 394.67, 5, 166.17, 375.67, 0.33, 810.33
DBC1, 2020-06-27 20:00:00, 72.17, 53.5, 375.33, 5.5, 179.67, 325, 0.17, 782.5
DBC1, 2020-06-27 21:00:00, 71.2, 66.8, 434.6, 6.8, 177, 343.2, 0.2, 861.8
DBC1, 2020-06-27 22:00:00, 84.5, 58.83, 393.33, 7.17, 164.5, 329.67, 0.17, 835.5
DBC1, 2020-06-27 23:00:00, 101.5, 61.83, 422.33, 9.83, 176.5, 361.83, 0.17, 905.17
DBC1, 2020-06-28 00:00:00, 73.17, 129.5, 410.33, 10.17, 152.17, 505.17, 0.67, 861.67
DBC1, 2020-06-28 01:00:00, 97, 111.83, 456.67, 7.17, 248.33, 442, 0.17, 906.67
DBC1, 2020-06-28 02:00:00, 218.67, 38.67, 323, 6, 131, 673.83, 0.17, 806.67
DBC1, 2020-06-28 03:00:00, 102.77, 69.74, 388.11, 6.56, 135.54, 433.94, 0.28, 850.54
DBC1, 2020-06-28 04:00:00, 235.33, 83.83, 404.17, 9.5, 205.83, 787.17, 0.17, 965.5
DBC1, 2020-06-28 05:00:00, 218.17, 46.17, 343.83, 7, 117.17, 621.5, 0, 848.67
DBC1, 2020-06-28 06:00:00, 75.57, 53.43, 310.86, 5.43, 69.71, 312.57, 0.43, 771.43
DBC1, 2020-06-28 07:00:00, 119, 172.2, 514.6, 8.4, 101.2, 654.2, 1, 1209.2
DBC1, 2020-06-28 08:00:00, 98.83, 76, 404.33, 7.83, 106.33, 415.17, 0.33, 962.33
DBC1, 2020-06-28 09:00:00, 93, 46.8, 340.8, 6.4, 101.8, 331, 0.2, 807.2
DBC1, 2020-06-28 10:00:00, 95.17, 88.83, 391.83, 7.33, 113, 423.17, 0.5, 869.5
DBC1, 2020-06-28 11:00:00, 75.57, 39.57, 261.14, 7.57, 76.43, 255.43, 0.29, 588.71
DBC1, 2020-06-28 12:00:00, 61.2, 55.2, 414.6, 2.8, 137.4, 399.2, 0.2, 887.6
DBC1, 2020-06-28 13:00:00, 61.67, 79.17, 398.67, 3.67, 120.33, 418.83, 0.5, 824.83
DBC1, 2020-06-28 14:00:00, 57.5, 56.33, 365.17, 3.5, 120.67, 353.17, 0.17, 769.83
DBC1, 2020-06-28 15:00:00, 73.2, 48, 375.4, 4.2, 124.4, 349, 0.2, 789.8
DBC1, 2020-06-28 16:00:00, 87.2, 88.2, 482.6, 5.8, 159.8, 489.6, 0.4, 1022.8
DBC1, 2020-06-28 17:00:00, 82.17, 57.17, 413, 6.33, 141.33, 365, 0.17, 850.83
DBC1, 2020-06-28 18:00:00, 80.6, 53.6, 369.4, 5.6, 120.2, 330.2, 0.2, 766.4
DBC1, 2020-06-28 19:00:00, 80, 78.33, 406.83, 5.5, 136.67, 405.83, 0.33, 854.5
DBC1, 2020-06-28 20:00:00, 65.17, 59.67, 384.17, 4, 154.17, 352, 0.33, 786.5
DBC1, 2020-06-28 21:00:00, 74.33, 54.67, 382.5, 5, 152.17, 343.33, 0.17, 781.83
DBC1, 2020-06-28 22:00:00, 70.8, 53.2, 382.4, 5.8, 144.6, 333.4, 0.2, 785.8
DBC1, 2020-06-28 23:00:00, 96.17, 57.67, 412.33, 8.17, 149, 352.67, 0.17, 857.67
DBC1, 2020-06-29 00:00:00, 74.5, 146.5, 493.67, 15.17, 225, 532.5, 0.33, 1005.5
DBC1, 2020-06-29 01:00:00, 87, 99.5, 427.33, 7.67, 243.33, 398.33, 0.33, 857.33
DBC1, 2020-06-29 02:00:00, 223, 36, 337.2, 6.8, 132.4, 654.2, 0, 819
DBC1, 2020-06-29 03:00:00, 181.41, 58.78, 386.23, 8.07, 176.82, 590.14, 0.1, 842.47
DBC1, 2020-06-29 04:00:00, 290.5, 88.33, 410.67, 15.67, 221, 813.33, 0, 974
DBC1, 2020-06-29 05:00:00, 226.17, 38, 339.33, 9, 118.17, 619.5, 0.17, 837.5
DBC1, 2020-06-29 06:00:00, 245.2, 36.2, 348, 9.4, 118.4, 640.8, 0, 867.8
DBC1, 2020-06-29 07:00:00, 286.17, 136.5, 507.67, 11.5, 111.33, 858, 0.17, 1216.5
DBC1, 2020-06-29 08:00:00, 256, 45.5, 420.75, 19.5, 159.75, 715.75, 0, 986.5
DBC1, 2020-06-29 09:00:00, 217.5, 50.17, 390.83, 9.33, 176.67, 624.17, 0.17, 869.17
DBC1, 2020-06-29 10:00:00, 182.33, 61.17, 380, 7.67, 185.5, 657.5, 0, 827.67
DBC1, 2020-06-29 11:00:00, 180.4, 37.8, 361.4, 8.4, 178, 576.8, 0, 774.6
DBC1, 2020-06-29 12:00:00, 191.33, 43.17, 371.33, 7.17, 193.5, 607.5, 0.17, 790.67
DBC1, 2020-06-29 13:00:00, 177, 72, 400, 6.5, 184.17, 648, 0, 870
DBC1, 2020-06-29 14:00:00, 175.33, 46.5, 371.83, 6.83, 200.17, 589.33, 0.17, 770.5
DBC1, 2020-06-29 15:00:00, 187, 43.4, 395.4, 7.6, 245.6, 657.6, 0, 824.6
DBC1, 2020-06-29 16:00:00, 202.83, 83.83, 422, 7.83, 237, 696.5, 0, 877.83
DBC1, 2020-06-29 17:00:00, 197, 52.17, 396.67, 9, 201, 600, 0.17, 804.17
DBC1, 2020-06-29 18:00:00, 168.17, 48.17, 366.33, 6.83, 187.67, 500.5, 0, 761
DBC1, 2020-06-29 19:00:00, 151.4, 57.2, 352, 5.2, 183.4, 528.8, 0.2, 728.6
DBC1, 2020-06-29 20:00:00, 148.5, 46, 339.83, 5.33, 187.83, 473.67, 0, 715.67
DBC1, 2020-06-29 21:00:00, 160.4, 39.6, 361.2, 5.8, 204.2, 492.6, 0, 760
DBC1, 2020-06-29 22:00:00, 51.67, 85.17, 444.5, 4.67, 156, 315.33, 0.17, 826.33
DBC1, 2020-06-29 23:00:00, 57.4, 48.4, 376, 4.6, 141.4, 327.8, 0.2, 797.6
DBC1, 2020-06-30 00:00:00, 64.29, 75.57, 386.71, 6.71, 153.14, 428.14, 0.29, 826.29
DBC1, 2020-06-30 03:00:00, 157.5, 82.8, 321.3, 10.1, 270.2, 606.7, 0.1, 731.1
DBC1, 2020-06-30 07:00:00, 0, 0, 0, 0, 0, 0, 0, 0
DBC1, 2020-06-30 08:00:00, 200.2, 130.6, 408.4, 13.8, 463.6, 708.8, 0.2, 868.8
DBC1, 2020-06-30 09:00:00, 143.5, 43.75, 292.75, 8, 96, 630.75, 0, 741.75
DBA1, 2019-07-01 03:00:00, 0.73, 11.83, 43.21, 1.27, 7.03, 15.23, 14.63, 59.03
DBA1, 2019-07-01 04:00:00, 1, 15.6, 61, 2, 13.6, 29.8, 13.2, 54.8
DBA1, 2019-07-01 05:00:00, 1.17, 15.5, 55.67, 2.17, 11.17, 24.5, 9.83, 53.33
DBA1, 2019-07-01 06:00:00, 0.5, 14.17, 59.5, 1.5, 12.67, 28.17, 8.83, 53.67
DBA1, 2019-07-01 07:00:00, 1.83, 15.17, 61.67, 1.67, 13.67, 27.5, 13.17, 55.83
DBA1, 2019-07-01 08:00:00, 0.8, 16.4, 69.2, 2.8, 14.6, 32, 14.2, 65.6
DBA1, 2019-07-01 09:00:00, 0.67, 10.83, 42, 1.33, 6.83, 14, 17, 55
DBA1, 2019-07-01 10:00:00, 0.67, 9.67, 32.33, 1.33, 4.5, 9.17, 9.83, 47.5
DBA1, 2019-07-01 11:00:00, 0.5, 10.83, 36.17, 1.17, 5.17, 9.5, 15, 57.67
DBA1, 2019-07-01 12:00:00, 0.43, 8.43, 30.86, 0.71, 4, 8.86, 21.43, 49.71
DBA1, 2019-07-01 13:00:00, 0.5, 11.83, 38.67, 1.33, 5.17, 11.5, 11.5, 58.5
DBA1, 2019-07-01 14:00:00, 0.6, 11.8, 43.2, 2.6, 6, 12.2, 21, 69.8
DBA1, 2019-07-01 15:00:00, 0.8, 10.2, 36.4, 1, 4.8, 9.6, 18.6, 59.2
DBA1, 2019-07-01 16:00:00, 1, 12.2, 43.6, 1.2, 5.6, 11.4, 15.2, 72.2
DBA1, 2019-07-01 17:00:00, 0.5, 10.33, 36.83, 0.33, 4.67, 10.17, 14.67, 60
DBA1, 2019-07-01 18:00:00, 0.83, 10.17, 35.67, 1.17, 4.83, 9.33, 16.5, 61.5
DBA1, 2019-07-01 19:00:00, 0.33, 9.67, 35.5, 1.17, 4.67, 9.33, 11.33, 60.67
DBA1, 2019-07-01 20:00:00, 0.67, 10.33, 37.33, 1.33, 5.5, 10.33, 24, 61.33
DBA1, 2019-07-01 21:00:00, 0.33, 8.83, 32, 1.17, 4.5, 9, 9, 52
DBA1, 2019-07-01 22:00:00, 1.83, 15.17, 46.67, 0.83, 6.33, 19.33, 14.83, 66.83
DBA1, 2019-07-01 23:00:00, 0.5, 10.67, 40.67, 1.17, 5.67, 16.33, 16.5, 63.5
DBA1, 2019-07-02 00:00:00, 0.5, 11, 38.33, 0.83, 5.5, 10.67, 13.33, 65
DBA1, 2019-07-02 01:00:00, 0.5, 9.83, 34.83, 1.17, 4.33, 8.83, 15.33, 63.17
DBA1, 2019-07-02 02:00:00, 0.33, 8.67, 30.5, 0.17, 4, 8.17, 12.33, 52.33
DBA1, 2019-07-02 03:00:00, 0.8, 11.33, 38.4, 1.16, 5.11, 11.03, 16.77, 63.23
DBA1, 2019-07-02 04:00:00, 1.83, 10.67, 37.67, 0.83, 4.83, 10.33, 19.5, 62.5
DBA1, 2019-07-02 05:00:00, 0.5, 10.33, 37, 0.67, 5, 10.17, 12.5, 62
DBA1, 2019-07-02 06:00:00, 0.4, 12, 43.4, 1.2, 5.6, 11, 18.6, 74.8
DBA1, 2019-07-02 07:00:00, 1.5, 10.67, 36.5, 1.5, 4.83, 9.67, 20.17, 63.33
DBA1, 2019-07-02 08:00:00, 0.6, 10.2, 37, 0.8, 5, 10, 17.6, 62.8
DBA1, 2019-07-02 09:00:00, 0.5, 10.83, 38.33, 1.17, 5.33, 10.67, 23.17, 64.83
DBA1, 2019-07-02 10:00:00, 0.5, 10.83, 38.83, 1.33, 5, 10.67, 23.17, 64.67
DBA1, 2019-07-02 11:00:00, 0.5, 10.67, 39.5, 1, 5.67, 13.33, 20, 64.67
DBA1, 2019-07-02 12:00:00, 0.67, 12, 38.67, 0.67, 5, 12, 17.33, 64.83
DBA1, 2019-07-02 13:00:00, 0.8, 10.6, 35.8, 1.2, 4.8, 9.4, 13, 62.2
DBA1, 2019-07-02 14:00:00, 0.5, 10.17, 36, 1, 4.67, 9.33, 12.83, 61.83
DBA1, 2019-07-02 15:00:00, 0.5, 11.67, 38.17, 1.33, 5.33, 10, 14.83, 62.67
DBA1, 2019-07-02 16:00:00, 0.67, 10.33, 37, 1, 4.83, 10.67, 11.17, 61.33
DBA1, 2019-07-02 17:00:00, 0.57, 8.86, 31, 1.29, 4, 8, 14.57, 53.14
DBA1, 2019-07-02 18:00:00, 0.6, 9.8, 35.6, 1.4, 4.6, 9.4, 12, 61.4
DBA1, 2019-07-02 19:00:00, 0.33, 9.67, 35, 1.33, 4.5, 8.83, 11, 61
DBA1, 2019-07-02 20:00:00, 1, 10, 38.83, 1.33, 5.17, 14, 18.5, 60.17
DBA1, 2019-07-02 21:00:00, 2.29, 15.43, 36.29, 1.71, 6.14, 11.14, 22.57, 54.43
DBA1, 2019-07-02 22:00:00, 1, 19, 51.8, 1, 6.6, 17.2, 21.6, 77.6
DBA1, 2019-07-02 23:00:00, 0.67, 12.5, 41.67, 0.67, 5.67, 13.67, 21.67, 60.17
DBA1, 2019-07-03 00:00:00, 0.4, 11.2, 39.2, 1.2, 4.8, 11, 12.6, 61.2
DBA1, 2019-07-03 01:00:00, 0.83, 10, 34.5, 1.33, 4.33, 9, 10.67, 59.33
DBA1, 2019-07-03 02:00:00, 0.33, 9.67, 34.67, 1.17, 4.33, 9.5, 13, 58
DBA1, 2019-07-03 03:00:00, 0.54, 10.84, 37.75, 1.28, 4.82, 10.38, 21.43, 61.48
DBA1, 2019-07-03 04:00:00, 1, 12, 38.67, 0.83, 4.83, 11, 16, 59.67
DBA1, 2019-07-03 05:00:00, 0.6, 11.6, 38.4, 0.8, 4.8, 10.4, 11.6, 58.6
DBA1, 2019-07-03 06:00:00, 0.33, 10, 35, 1, 4.5, 8.83, 14.83, 59.17
DBA1, 2019-07-03 07:00:00, 0.86, 8.86, 30.29, 1.29, 3.71, 8.29, 12.29, 52
DBA1, 2019-07-03 08:00:00, 0.5, 10.5, 36.67, 1.5, 4.5, 9.67, 14, 60.5
DBA1, 2019-07-03 09:00:00, 0.83, 10.17, 36.67, 1.67, 4.5, 9.83, 32.67, 61.5
DBA1, 2019-07-03 10:00:00, 0.33, 10.83, 38, 1.5, 4.67, 10.33, 20.67, 61.5
DBA1, 2019-07-03 11:00:00, 0.4, 10.8, 38.6, 0.8, 5, 11.8, 22.4, 60
DBA1, 2019-07-03 12:00:00, 0.5, 11.33, 39, 1.17, 5, 10.67, 17.83, 59.83
DBA1, 2019-07-03 13:00:00, 0.5, 9.67, 36.83, 1.33, 4.67, 10.83, 20.5, 60.17
DBA1, 2019-07-03 14:00:00, 0.6, 10.6, 38, 1.8, 5.4, 9.8, 18, 62.6
DBA1, 2019-07-03 15:00:00, 0.5, 11.33, 42.33, 1.5, 5.5, 11.33, 16, 71.67
DBA1, 2019-07-03 16:00:00, 0.6, 10, 36, 1.2, 4.8, 9.4, 17.4, 59.8
DBA1, 2019-07-03 17:00:00, 0.6, 11, 41.4, 1.8, 5.4, 11, 20.4, 67.6
DBA1, 2019-07-03 18:00:00, 0.4, 11.2, 40.8, 2.2, 5.4, 10.2, 18.2, 67.6
DBA1, 2019-07-03 19:00:00, 0.5, 10.5, 38.17, 0.67, 4.67, 9.33, 27.83, 64
DBA1, 2019-07-03 20:00:00, 0.4, 10.6, 37.6, 1.2, 5.2, 10.4, 51.8, 58.6
DBA1, 2019-07-03 21:00:00, 0.67, 10, 39.67, 1.67, 5.5, 12.83, 64.67, 59.5
DBA1, 2019-07-03 22:00:00, 0.5, 14, 37, 1.33, 4.67, 9.5, 15.67, 62.67
DBA1, 2019-07-03 23:00:00, 0.33, 9.67, 35, 1, 4.5, 9, 17.17, 59.17
DBA1, 2019-07-04 00:00:00, 0.5, 12.33, 41, 1, 5.33, 13, 13.67, 62.33
DBA1, 2019-07-04 01:00:00, 0.25, 9.5, 34, 1, 4, 9, 13.25, 58.75
DBA1, 2019-07-04 02:00:00, 0.5, 11, 39.5, 1.33, 4.83, 10.33, 22.67, 69
DBA1, 2019-07-04 03:00:00, 0.51, 12.84, 57.04, 1.44, 11.21, 28.61, 17.2, 57.46
DBA1, 2019-07-04 04:00:00, 0.38, 7.25, 25.5, 0.88, 3.13, 6.63, 6.63, 44.88
DBA1, 2019-07-04 05:00:00, 0.5, 9.17, 33, 1.33, 4, 8, 9, 59.5
DBA1, 2019-07-04 06:00:00, 0.5, 10, 35.33, 1.5, 4.33, 9, 10.5, 59.83
DBA1, 2019-07-04 07:00:00, 0.4, 12, 39.8, 2, 5.2, 11, 83.8, 60.6
DBA1, 2019-07-04 08:00:00, 0.33, 10.17, 36.33, 2, 4.5, 9.83, 18.67, 60.5
DBA1, 2019-07-04 09:00:00, 0.5, 10.5, 40.33, 1.17, 5.17, 13, 29.67, 60.67
DBA1, 2019-07-04 10:00:00, 0.67, 10.67, 38.67, 1.33, 5.5, 11, 16.5, 59.5
DBA1, 2019-07-04 11:00:00, 0.5, 12.33, 46.83, 0.83, 7.33, 18.5, 20.33, 59.83
DBA1, 2019-07-04 12:00:00, 0.4, 15.4, 75.8, 0.6, 16.6, 46.6, 24.2, 61
DBA1, 2019-07-04 13:00:00, 0.8, 16.8, 72.2, 3.2, 15, 35.2, 18.2, 73.2
DBA1, 2019-07-04 14:00:00, 0.5, 13.5, 61.5, 1.33, 12.83, 28.83, 15.5, 56.83
DBA1, 2019-07-04 15:00:00, 0.33, 11.33, 53.33, 1, 12.5, 20.17, 16.5, 56.33
DBA1, 2019-07-04 16:00:00, 0.83, 15.17, 83.17, 1.67, 18.33, 53, 12.33, 56.83
DBA1, 2019-07-04 17:00:00, 0.83, 15.33, 78.5, 1.67, 18.67, 56.67, 15.5, 56.33
DBA1, 2019-07-04 18:00:00, 0.75, 17.5, 98.25, 1.25, 23.75, 56.25, 14, 69
DBA1, 2019-07-04 19:00:00, 0.5, 14.67, 74.17, 0.83, 17.33, 43.33, 12.67, 54.83
DBA1, 2019-07-04 20:00:00, 0.67, 15.17, 91.17, 1, 21.83, 62.33, 17.83, 54.67
DBA1, 2019-07-04 21:00:00, 0.5, 13.83, 69.67, 2.67, 15.5, 37.17, 13, 54.83
DBA1, 2019-07-04 22:00:00, 0.33, 14.33, 44.33, 1.67, 6.83, 16.17, 12.5, 58.17
DBA1, 2019-07-04 23:00:00, 0.6, 18, 107.6, 1.6, 24.8, 82.4, 14, 53
DBA1, 2019-07-05 00:00:00, 0.33, 13, 50.83, 1.17, 9.5, 19.33, 10.83, 54.5
DBA1, 2019-07-05 01:00:00, 0.6, 17, 73.2, 2.4, 14.4, 40, 12.8, 63
DBA1, 2019-07-05 02:00:00, 0.33, 12.83, 52.17, 1.33, 9.5, 26, 12, 52.67
DBA1, 2019-07-05 03:00:00, 0.55, 11.99, 45.79, 1.16, 7.74, 17.76, 18.99, 53.94
DBA1, 2019-07-05 04:00:00, 0.5, 13, 56.33, 0.83, 11, 29.5, 12, 52.5
DBA1, 2019-07-05 05:00:00, 0.4, 12.6, 51.6, 1.4, 9.8, 22.6, 9, 51.6
DBA1, 2019-07-05 06:00:00, 0.5, 11.83, 47.17, 1.5, 8, 19, 8, 52
DBA1, 2019-07-05 07:00:00, 0.5, 12.67, 47.5, 1.17, 8.17, 19.33, 13.33, 52.67
DBA1, 2019-07-05 08:00:00, 0.6, 11.2, 43.2, 1, 6.8, 15.2, 12.8, 52.6
DBA1, 2019-07-05 09:00:00, 0.5, 11.83, 46, 0.83, 6.5, 15.33, 16.33, 61.33
DBA1, 2019-07-05 10:00:00, 0.4, 13.4, 49.6, 1, 8.2, 20, 33.2, 52.6
DBA1, 2019-07-05 11:00:00, 0.5, 12.17, 46.67, 0.83, 8.17, 17, 16.33, 53.67
DBA1, 2019-07-05 12:00:00, 0.5, 13.67, 53.83, 0.83, 9.5, 22.83, 124.17, 54.5
DBA1, 2019-07-05 13:00:00, 0.33, 12.17, 45.33, 1.33, 7.17, 16.83, 17.83, 54.17
DBA1, 2019-07-05 14:00:00, 1, 14.67, 44.5, 1.67, 7.83, 16.83, 12.33, 56.17
DBA1, 2019-07-05 15:00:00, 0.5, 12.83, 50.67, 1.33, 9.5, 18.5, 19.67, 54.67
DBA1, 2019-07-05 16:00:00, 1, 13.75, 57.5, 1, 10.75, 21.5, 16, 69.25
DBA1, 2019-07-05 17:00:00, 0.5, 11.67, 51.83, 1.33, 10.5, 20.5, 13.67, 55
DBA1, 2019-07-05 18:00:00, 0.43, 9.57, 37.86, 1.14, 6.29, 13.86, 13.57, 46.14
DBA1, 2019-07-05 19:00:00, 0.5, 9.5, 34.33, 0.83, 4.33, 8.83, 15.5, 53.83
DBA1, 2019-07-05 20:00:00, 0.83, 11.67, 45.17, 1.83, 8.17, 17, 17.67, 54.17
DBA1, 2019-07-05 21:00:00, 0.5, 12.67, 44.5, 0.67, 7.17, 16, 16.17, 54.67
DBA1, 2019-07-05 22:00:00, 0.8, 12.4, 38.6, 1.4, 5.4, 10.6, 12, 59
DBA1, 2019-07-05 23:00:00, 0.33, 10.5, 36.17, 1, 4.67, 10.5, 12.5, 54
DBA1, 2019-07-06 00:00:00, 0.57, 9.71, 34.86, 0.57, 5, 10.14, 10, 47.14
DBA1, 2019-07-06 01:00:00, 0.5, 9.67, 34, 1.17, 4.67, 8.83, 11.67, 53.83
DBA1, 2019-07-06 02:00:00, 0.5, 11.67, 40.5, 1.5, 6.17, 14.17, 13.5, 53.33
DBA1, 2019-07-06 03:00:00, 16.3, 11.96, 43.26, 1.17, 7.01, 14.65, 15.27, 55.12
DBA1, 2019-07-06 04:00:00, 0.67, 10.83, 39.67, 2.17, 5.33, 13.17, 11.17, 55.17
DBA1, 2019-07-06 05:00:00, 0.29, 9.43, 35.43, 1.14, 6, 12.29, 10.71, 46.29
DBA1, 2019-07-06 06:00:00, 0.83, 12.83, 42.67, 2.5, 6.83, 14, 12, 57.17
DBA1, 2019-07-06 07:00:00, 0.5, 11.5, 43, 1, 7.67, 15, 12.67, 54
DBA1, 2019-07-06 08:00:00, 0.4, 10.6, 39, 0.6, 6.6, 10.8, 14.2, 54.2
DBA1, 2019-07-06 09:00:00, 0.5, 11.17, 42.5, 1, 8, 13.17, 11.5, 53.67
DBA1, 2019-07-06 10:00:00, 0.33, 13.5, 45.17, 1, 7.5, 14.5, 14, 55.83
DBA1, 2019-07-06 11:00:00, 0.5, 11.33, 40.17, 1.33, 6.17, 13.5, 15.33, 53.33
DBA1, 2019-07-06 12:00:00, 0.43, 8.14, 29, 1.14, 3.57, 7.71, 10.57, 45.57
DBA1, 2019-07-06 13:00:00, 0.5, 11.67, 42.5, 0.67, 7.17, 14.17, 15, 53.17
DBA1, 2019-07-06 14:00:00, 0.6, 11, 36.6, 1.8, 4.6, 10.8, 12, 55.2
DBA1, 2019-07-06 15:00:00, 0.5, 11.67, 44.83, 1, 8, 16.17, 18.17, 52.67
DBA1, 2019-07-06 16:00:00, 0.43, 11.14, 44, 1.29, 8.43, 15, 16, 45.29
DBA1, 2019-07-06 17:00:00, 0.5, 15, 59.5, 0.67, 12.33, 24.17, 17.17, 53.17
DBA1, 2019-07-06 18:00:00, 0.5, 14.67, 44.17, 1.33, 6.17, 15.67, 20.5, 56.33
DBA1, 2019-07-06 19:00:00, 0.4, 11.8, 42.4, 1.4, 6.2, 12.6, 21.2, 54.4
DBA1, 2019-07-06 20:00:00, 1.25, 18.25, 67.75, 1, 11, 22.25, 34, 82.25
DBA1, 2019-07-06 21:00:00, 1, 13.8, 53.2, 1, 7.8, 21.2, 26.8, 67.6
DBA1, 2019-07-06 22:00:00, 0.5, 14.33, 42, 1.83, 5.67, 15, 14.17, 59.5
DBA1, 2019-07-06 23:00:00, 70.33, 11.33, 46, 0.67, 8.83, 16.67, 14, 56.67
DBA1, 2019-07-07 00:00:00, 121.83, 10.33, 41.33, 1, 6.17, 12.67, 14.5, 58.67
DBA1, 2019-07-07 01:00:00, 85.8, 11.6, 42.4, 1.2, 6.4, 13.2, 13, 56.8
DBA1, 2019-07-07 02:00:00, 103.67, 11.83, 43.67, 0.67, 6.33, 16.17, 15.33, 56.83
DBA1, 2019-07-07 03:00:00, 17.91, 10.65, 36.57, 1.26, 4.71, 10.32, 20.89, 54.65
DBA1, 2019-07-07 04:00:00, 101, 11.17, 38.17, 1.17, 4.67, 11.17, 14, 57
DBA1, 2019-07-07 05:00:00, 101.67, 9.67, 35.5, 0.83, 4.5, 9.83, 13.83, 56
DBA1, 2019-07-07 06:00:00, 101.4, 11.4, 37.2, 2.2, 5, 10.6, 15, 59.4
DBA1, 2019-07-07 07:00:00, 20.83, 10.33, 36.17, 1, 4.67, 10.17, 19.17, 55.5
