Name, Fecha,Latchs,UserIo,SystemIo,Others,Application,Commit,Network,Cpu
DBC1, 2019-07-01 03:00:00, 665.13, 616.46, 523.86, 26.45, 88.54, 965.43, 0.31, 840.76
DBC1, 2019-07-01 04:00:00, 542, 558.67, 475.83, 20.83, 42.33, 997.67, 0, 839.5
DBC1, 2019-07-01 05:00:00, 612.83, 419.17, 428.17, 12.67, 32.33, 1014.17, 0.17, 823.83
DBC1, 2019-07-01 06:00:00, 645.83, 428.67, 457.17, 22.33, 47.83, 1095.33, 0, 852.17
DBC1, 2019-07-01 07:00:00, 877.83, 987.33, 750.83, 28.83, 47.83, 1148, 0.17, 1022
DBC1, 2019-07-01 08:00:00, 783.2, 962.2, 720, 23.2, 69.4, 1130.2, 0, 996.4
DBC1, 2019-07-01 09:00:00, 875.8, 747.4, 516, 21.8, 56, 1107.4, 0.2, 867.6
DBC1, 2019-07-01 10:00:00, 1358.29, 786.86, 601.14, 66.43, 158.86, 1561.86, 0.14, 960
DBC1, 2019-07-01 11:00:00, 1197.67, 827.67, 616.5, 47, 132, 1484.67, 0.17, 968.67
DBC1, 2019-07-01 12:00:00, 1151.67, 915.83, 646.5, 55.83, 192.83, 1518.83, 0.17, 995
DBC1, 2019-07-01 13:00:00, 1166.33, 885.33, 617.5, 55.33, 201, 1433, 0.17, 957.5
DBC1, 2019-07-01 14:00:00, 803.4, 724.8, 549.8, 28.6, 86.4, 1172.6, 0.2, 908.2
DBC1, 2019-07-01 15:00:00, 783.5, 702, 564.33, 23.17, 116.5, 1159, 0, 909.67
DBC1, 2019-07-01 16:00:00, 951.17, 1021.17, 716.83, 44.67, 111.5, 1223.67, 0.17, 1002.67
DBC1, 2019-07-01 17:00:00, 722.86, 570.14, 475.57, 32, 85.86, 935.14, 0.14, 750.29
DBC1, 2019-07-01 18:00:00, 371.5, 491.67, 436, 9.67, 40.5, 730.5, 0.17, 780.67
DBC1, 2019-07-01 19:00:00, 431.5, 631.83, 501.17, 9.83, 57.5, 788.5, 0, 820.33
DBC1, 2019-07-01 20:00:00, 399.8, 464.4, 426.2, 10, 50.2, 710.6, 0.2, 759.6
DBC1, 2019-07-01 21:00:00, 441.67, 488.17, 455.5, 9.33, 60.17, 762.17, 0, 780.67
DBC1, 2019-07-01 22:00:00, 93.86, 326.29, 444.14, 4.29, 75.14, 334.14, 0.71, 669.86
DBC1, 2019-07-01 23:00:00, 86, 265.17, 505, 3, 61.33, 303, 0.17, 774.17
DBC1, 2019-07-02 00:00:00, 599.17, 720.67, 708.33, 55.5, 173.17, 680.67, 3.17, 894.83
DBC1, 2019-07-02 01:00:00, 167.8, 336.4, 310.6, 13.8, 141, 350.8, 1, 516.2
DBC1, 2019-07-02 02:00:00, 225, 150, 213.5, 8, 28, 519.5, 0, 572
DBC1, 2019-07-02 03:00:00, 231.18, 392.63, 412.98, 6.06, 60.05, 634.12, 0.35, 728.02
DBC1, 2019-07-02 04:00:00, 277.17, 298, 289.67, 7, 58.33, 522.83, 0.17, 638.17
DBC1, 2019-07-02 05:00:00, 403.5, 335.75, 428.25, 7.75, 54, 906.5, 0, 932.5
DBC1, 2019-07-02 06:00:00, 240.67, 260, 319.33, 5.33, 33.83, 644.5, 0.17, 663.5
DBC1, 2019-07-02 07:00:00, 292.6, 791.4, 653, 7.4, 54.4, 744.4, 0, 900
DBC1, 2019-07-02 08:00:00, 286.33, 608.33, 461.83, 6.17, 52.5, 695, 0.17, 723.67
DBC1, 2019-07-02 09:00:00, 223.33, 275.67, 320.5, 5.67, 42.5, 596.5, 0, 656.33
DBC1, 2019-07-02 10:00:00, 246.67, 319, 353.5, 5.33, 55.83, 674.5, 0.17, 703.67
DBC1, 2019-07-02 11:00:00, 269.83, 335.67, 369.83, 5.5, 54.67, 682.5, 0, 709.67
DBC1, 2019-07-02 12:00:00, 256.33, 354.67, 394.17, 4.83, 69.5, 709.5, 0.17, 726
DBC1, 2019-07-02 13:00:00, 301.2, 329.6, 380.6, 6, 61.6, 677.6, 0, 736.6
DBC1, 2019-07-02 14:00:00, 257.8, 405.2, 452.2, 6.4, 65, 773.4, 0.2, 850.4
DBC1, 2019-07-02 15:00:00, 397.6, 472.8, 484, 7.6, 80, 870, 0.2, 886.2
DBC1, 2019-07-02 16:00:00, 266.17, 712.67, 531.67, 5.83, 65.83, 725.67, 0.17, 816.83
DBC1, 2019-07-02 17:00:00, 234.17, 353, 385.17, 5.5, 52.5, 640.33, 0, 707.33
DBC1, 2019-07-02 18:00:00, 204.86, 341.29, 347.71, 4.29, 53.71, 557.43, 0.14, 636.57
DBC1, 2019-07-02 19:00:00, 212, 421.83, 371, 8.67, 56.17, 542.5, 0, 625.83
DBC1, 2019-07-02 20:00:00, 214.33, 354.33, 386.67, 3.67, 57, 606.33, 0.17, 702.83
DBC1, 2019-07-02 21:00:00, 222, 348.67, 383.33, 5, 45, 612.83, 0.17, 705.67
DBC1, 2019-07-02 22:00:00, 67.17, 305.17, 449.5, 2, 50.83, 356, 0.5, 699.17
DBC1, 2019-07-02 23:00:00, 47.33, 207.5, 447.5, 1.5, 48.33, 300.83, 0.33, 702.5
DBC1, 2019-07-03 00:00:00, 147.33, 881.17, 801.83, 16, 129.67, 924.33, 4.67, 886.17
DBC1, 2019-07-03 01:00:00, 70, 255.25, 344.13, 4.75, 112, 322, 0.5, 562.38
DBC1, 2019-07-03 02:00:00, 294.6, 261.6, 290.2, 5.6, 19.4, 765, 0.2, 703.4
DBC1, 2019-07-03 03:00:00, 289.73, 448.44, 416.36, 6.98, 37.11, 724.09, 0.33, 773.09
DBC1, 2019-07-03 04:00:00, 360.5, 445.33, 388.83, 7.33, 21.5, 803.5, 0.17, 791.67
DBC1, 2019-07-03 05:00:00, 230.71, 253.57, 276.57, 5, 17.71, 690, 0, 620.57
DBC1, 2019-07-03 06:00:00, 311.5, 325.67, 335, 5.5, 30, 808, 0.17, 721.83
DBC1, 2019-07-03 07:00:00, 327.33, 877.83, 663.5, 7.83, 32.5, 869.83, 0.17, 952.5
DBC1, 2019-07-03 08:00:00, 389.2, 601.4, 471.4, 7.4, 24.6, 802, 0, 816.2
DBC1, 2019-07-03 09:00:00, 250.83, 313.5, 331.67, 5.33, 22.83, 666.67, 0.17, 715.67
DBC1, 2019-07-03 10:00:00, 356.33, 404.5, 373.33, 6.33, 48.17, 815.67, 0.17, 778.33
DBC1, 2019-07-03 11:00:00, 312.86, 384.43, 354.43, 9.14, 35.29, 737.71, 0, 704.43
DBC1, 2019-07-03 12:00:00, 373, 501.33, 423.17, 8, 41.5, 849.17, 0.17, 817.17
DBC1, 2019-07-03 13:00:00, 386, 419.8, 390.8, 8.8, 49, 779, 0.2, 760.8
DBC1, 2019-07-03 14:00:00, 260.29, 373, 332.57, 4.29, 33.57, 625, 0, 653.29
DBC1, 2019-07-03 15:00:00, 259, 417.33, 380.17, 4.83, 39.5, 666.33, 0.17, 763.33
DBC1, 2019-07-03 16:00:00, 390.71, 717.43, 494.57, 16.14, 36.86, 732.29, 0.14, 760.86
DBC1, 2019-07-03 17:00:00, 371.4, 538.2, 459.4, 8, 50.4, 827.4, 0, 881
DBC1, 2019-07-03 18:00:00, 583.75, 673.75, 595.5, 10, 68, 1117, 0.25, 1164.5
DBC1, 2019-07-03 19:00:00, 394.6, 733.8, 577, 9.8, 60.2, 915.4, 0, 964
DBC1, 2019-07-03 20:00:00, 271.83, 394, 359.83, 4.67, 30.33, 587.83, 0.17, 694.33
DBC1, 2019-07-03 21:00:00, 248.8, 344.8, 350, 4, 27.8, 582.4, 0, 687.2
DBC1, 2019-07-03 22:00:00, 83.83, 319, 415.5, 6.17, 25, 385.17, 0.67, 696
DBC1, 2019-07-03 23:00:00, 52.83, 209.67, 393.33, 1.5, 23.17, 298.17, 0.33, 685.5
DBC1, 2019-07-04 00:00:00, 151, 909.4, 662.8, 10.6, 53.8, 926.8, 4.6, 878
DBC1, 2019-07-04 01:00:00, 89.5, 344.67, 525, 4.33, 85.67, 529.33, 0.83, 858.5
DBC1, 2019-07-04 02:00:00, 327.67, 214.17, 288.5, 6.33, 27.17, 798.33, 0.17, 705.5
DBC1, 2019-07-04 03:00:00, 298.86, 429.29, 410.28, 7.8, 37.18, 746.79, 0.47, 776.87
DBC1, 2019-07-04 04:00:00, 339.17, 392.5, 364.67, 9, 29.83, 824.83, 0.17, 746.5
DBC1, 2019-07-04 05:00:00, 287.83, 247.5, 300.5, 7, 17.33, 783.67, 0, 684.17
DBC1, 2019-07-04 06:00:00, 269, 252.17, 294.33, 6, 19.5, 716.5, 0.17, 687.67
DBC1, 2019-07-04 07:00:00, 332.83, 773.5, 633.67, 8, 18.17, 822.5, 0.17, 907.5
DBC1, 2019-07-04 08:00:00, 319.5, 536.67, 436.5, 6, 21.83, 724.17, 0, 770
DBC1, 2019-07-04 09:00:00, 305.5, 295.17, 328, 6, 26.67, 698.67, 0.17, 711.83
DBC1, 2019-07-04 10:00:00, 345, 342.2, 353.4, 6.2, 33.4, 821.2, 0, 770
DBC1, 2019-07-04 11:00:00, 381.83, 357, 373.83, 8.5, 38.83, 861.17, 0.17, 767.83
DBC1, 2019-07-04 12:00:00, 233, 324.67, 328, 6, 25.17, 679.67, 0.17, 698.17
DBC1, 2019-07-04 13:00:00, 287.83, 330.33, 336.5, 6, 29.17, 697.33, 0, 722
DBC1, 2019-07-04 14:00:00, 343, 378.67, 363.5, 7, 40.67, 760, 0.17, 746.83
DBC1, 2019-07-04 15:00:00, 295.2, 430, 421, 5.6, 27.2, 785, 0, 886.2
DBC1, 2019-07-04 16:00:00, 446.2, 840.2, 554.8, 12.2, 31.2, 886.2, 0.2, 917.4
DBC1, 2019-07-04 17:00:00, 432.5, 412.67, 384, 8.33, 32, 801.33, 0, 828.67
DBC1, 2019-07-04 18:00:00, 545.67, 566.33, 424.17, 27.83, 42.67, 918.17, 0.17, 813
DBC1, 2019-07-04 19:00:00, 394.5, 644, 479.17, 9.17, 38.5, 800.33, 0, 852.17
DBC1, 2019-07-04 20:00:00, 246.5, 369.67, 347.5, 5.17, 38.33, 612.83, 0.17, 701.67
DBC1, 2019-07-04 21:00:00, 263, 382.5, 353, 4.5, 34, 615, 0.17, 690.5
DBC1, 2019-07-04 22:00:00, 52.4, 255, 408.2, 2.8, 29.2, 334.6, 0.8, 691.8
DBC1, 2019-07-04 23:00:00, 64.8, 248.4, 516.6, 2.4, 29.2, 405.8, 0.6, 907.8
DBC1, 2019-07-05 00:00:00, 175.83, 1051.33, 759.17, 13.83, 127.83, 1196.67, 6.67, 979
DBC1, 2019-07-05 01:00:00, 157, 384.67, 509.67, 5.5, 105.83, 506.5, 1, 792.67
DBC1, 2019-07-05 02:00:00, 301.2, 205, 281.6, 5.8, 27.8, 799, 0, 701.6
DBC1, 2019-07-05 03:00:00, 349.72, 359.83, 404.91, 12.59, 43.54, 827.91, 0.78, 773.07
DBC1, 2019-07-05 04:00:00, 280.2, 405.8, 367, 6.4, 11.8, 771.2, 0, 756.4
DBC1, 2019-07-05 05:00:00, 297.33, 238.33, 301.17, 9.5, 37.17, 794.5, 0.17, 707.5
DBC1, 2019-07-05 06:00:00, 264.5, 251.67, 308.67, 7, 34.5, 764.67, 0, 709.5
DBC1, 2019-07-05 07:00:00, 328.5, 748.83, 609.67, 7, 28.83, 781.83, 0.17, 918.33
DBC1, 2019-07-05 08:00:00, 441, 638.6, 535.2, 15.2, 22.4, 986, 0, 949.4
DBC1, 2019-07-05 09:00:00, 284, 308.83, 322.5, 5.83, 55.83, 686.17, 0.17, 724.83
DBC1, 2019-07-05 10:00:00, 262.2, 303.4, 332.8, 6.8, 27.6, 787.8, 0, 724.8
DBC1, 2019-07-05 11:00:00, 304.6, 378.2, 403.8, 6, 35.2, 846.8, 0.2, 876
DBC1, 2019-07-05 12:00:00, 240.17, 315.33, 333.67, 5.83, 36, 677.67, 0.17, 721.5
DBC1, 2019-07-05 13:00:00, 293.43, 286.29, 307.57, 6.14, 57.57, 645, 0, 646.14
DBC1, 2019-07-05 14:00:00, 275.83, 337.5, 349.17, 5.17, 41, 711.33, 0.17, 745.5
DBC1, 2019-07-05 15:00:00, 570.71, 413.71, 385.29, 18.29, 43.29, 906.86, 0, 755.43
DBC1, 2019-07-05 16:00:00, 717, 827.4, 611.2, 25.2, 30.8, 1113.8, 0.4, 976.6
DBC1, 2019-07-05 17:00:00, 513.17, 429.67, 426.33, 18.5, 37, 954.33, 0, 847.5
DBC1, 2019-07-05 18:00:00, 378.83, 385.67, 383, 9.17, 32.33, 753, 0.17, 765.17
DBC1, 2019-07-05 19:00:00, 454.33, 548.67, 462.83, 12.83, 33.83, 836.5, 0, 855.5
DBC1, 2019-07-05 20:00:00, 660, 471.17, 472, 46, 96.17, 1075.17, 0.17, 866
DBC1, 2019-07-05 21:00:00, 665.5, 110.83, 386.67, 19.67, 79.33, 1010, 0.17, 728.33
DBC1, 2019-07-05 22:00:00, 134.5, 227, 562, 18, 48, 940, 6, 930.5
DBC1, 2019-07-05 23:00:00, 145.83, 127.33, 422.83, 17.5, 52.83, 754.33, 4.33, 712.17
DBC1, 2019-07-06 00:00:00, 152.83, 529.83, 599.83, 14.5, 64, 977.5, 4.83, 821.83
DBC1, 2019-07-06 01:00:00, 107.5, 173.67, 411, 8.83, 74.83, 665.83, 2.83, 675.33
DBC1, 2019-07-06 02:00:00, 269.5, 58.33, 258.5, 9.17, 13.17, 749.17, 0.17, 595.83
DBC1, 2019-07-06 03:00:00, 179.08, 169.69, 420.64, 14.2, 31.24, 774.64, 3.74, 717.29
DBC1, 2019-07-06 04:00:00, 300, 117.6, 311.4, 7.8, 9.6, 802, 0, 680.6
DBC1, 2019-07-06 05:00:00, 311, 61.17, 282.67, 7.83, 22, 791.5, 0.17, 603.5
DBC1, 2019-07-06 06:00:00, 209.33, 162.17, 410.83, 16.17, 24.17, 781.17, 4.17, 744.83
DBC1, 2019-07-06 07:00:00, 213.5, 447.5, 745.5, 25.67, 59.17, 1288.67, 6.33, 1028
DBC1, 2019-07-06 08:00:00, 127.17, 229.5, 427.33, 15, 22.67, 775.5, 5, 736.67
DBC1, 2019-07-06 09:00:00, 102.17, 118.33, 389.17, 11.83, 33.83, 696.17, 3.83, 672.83
DBC1, 2019-07-06 10:00:00, 103, 140.4, 398.2, 14.2, 22.8, 698.6, 4.4, 715.8
DBC1, 2019-07-06 11:00:00, 118.17, 100.5, 377.83, 14.33, 16, 667.67, 3.83, 686.83
DBC1, 2019-07-06 12:00:00, 100.17, 100.67, 374.5, 11.67, 19.5, 609.5, 3.83, 675
DBC1, 2019-07-06 13:00:00, 121.17, 119, 393.67, 11.83, 29.67, 685.5, 4.33, 677.5
DBC1, 2019-07-06 14:00:00, 124, 131.5, 390.67, 11.83, 15.83, 698.83, 4.17, 691
DBC1, 2019-07-06 15:00:00, 131.67, 156.33, 436.5, 14.17, 30.17, 787.83, 4.17, 714.83
DBC1, 2019-07-06 16:00:00, 144.4, 342.6, 569, 13.6, 29.6, 900.2, 5.8, 850.4
DBC1, 2019-07-06 17:00:00, 138.6, 140.2, 490.2, 14.2, 36.2, 871.4, 5.4, 817.2
DBC1, 2019-07-06 18:00:00, 100.29, 142.43, 361.14, 10.71, 31.57, 616.86, 3.57, 591.57
DBC1, 2019-07-06 19:00:00, 125.83, 220, 473, 13.33, 31.5, 777.33, 4.83, 736
DBC1, 2019-07-06 20:00:00, 164, 116.33, 429.83, 17.5, 22.17, 699.5, 4.5, 737.83
DBC1, 2019-07-06 21:00:00, 184.33, 164.83, 484.83, 16.5, 34, 867.33, 5.17, 754.67
DBC1, 2019-07-06 22:00:00, 125.6, 163.2, 411.6, 15.4, 25, 712.2, 3.8, 691.4
DBC1, 2019-07-06 23:00:00, 67, 84.29, 328, 7.29, 19.43, 516.71, 3.43, 557.57
DBC1, 2019-07-07 00:00:00, 140.67, 520.67, 552.83, 15.67, 45.67, 827.67, 4.83, 802.83
DBC1, 2019-07-07 01:00:00, 201.29, 156.14, 420, 19.29, 101, 725.71, 3.43, 670.29
DBC1, 2019-07-07 02:00:00, 606.5, 67.33, 313, 24.17, 22.83, 971.33, 0.33, 716.67
DBC1, 2019-07-07 03:00:00, 153.45, 148.9, 403.32, 11.36, 32.94, 752.41, 3.64, 694.33
DBC1, 2019-07-07 04:00:00, 430.17, 98.83, 334.5, 10.83, 61.83, 846.5, 0, 720.5
DBC1, 2019-07-07 05:00:00, 417.5, 56.83, 296.17, 14.5, 33.17, 850.83, 0.17, 651
DBC1, 2019-07-07 06:00:00, 106.5, 130.5, 334, 9, 22.17, 648.17, 2.67, 639.17
DBC1, 2019-07-07 07:00:00, 91.83, 328.33, 638.67, 12.17, 31.33, 967.17, 5.17, 945.17
DBC1, 2019-07-07 08:00:00, 79, 146.67, 348.5, 8.67, 13, 645.33, 4, 640.67
DBC1, 2019-07-07 09:00:00, 70.2, 102.4, 376, 9.4, 21.6, 707, 4, 650.8
DBC1, 2019-07-07 10:00:00, 125.67, 126, 389.17, 15, 26.67, 755.83, 4.67, 708
DBC1, 2019-07-07 11:00:00, 106.83, 101.33, 393.67, 12.33, 20.67, 736.83, 4.83, 691.33
DBC1, 2019-07-07 12:00:00, 109, 110.67, 385.67, 13.83, 20, 694.5, 4, 687.33
DBC1, 2019-07-07 13:00:00, 128, 129.67, 430.67, 12.83, 32.83, 810.33, 5.33, 702.83
DBC1, 2019-07-07 14:00:00, 95.83, 121.5, 383.5, 11.33, 28.83, 647.17, 4.33, 675.17
DBC1, 2019-07-07 15:00:00, 101.33, 132.83, 401.33, 10.5, 26, 700.5, 3.83, 697.17
DBC1, 2019-07-07 16:00:00, 140.8, 317, 583.8, 10.6, 33.6, 1058, 6, 830.4
DBC1, 2019-07-07 17:00:00, 86.17, 101.83, 389.67, 8.83, 25.5, 675.17, 4.67, 654
DBC1, 2019-07-07 18:00:00, 95.83, 120.5, 398.67, 10.33, 35.67, 689.5, 3.67, 662.17
DBC1, 2019-07-07 19:00:00, 106.67, 179.67, 458.33, 12.17, 26.33, 758.5, 4.67, 746.33
DBC1, 2019-07-07 20:00:00, 91.6, 99.6, 393.2, 9.8, 21.4, 641.4, 3.6, 654.8
DBC1, 2019-07-07 21:00:00, 86.5, 106.17, 385.5, 9.5, 19.33, 643.5, 4, 663.67
DBC1, 2019-07-07 22:00:00, 103.67, 146.83, 415.67, 10, 35.67, 681.83, 4.83, 679
DBC1, 2019-07-07 23:00:00, 105.67, 109.83, 419.67, 9.17, 34, 742.17, 4.67, 667.33
DBC1, 2019-07-08 00:00:00, 120.86, 445.57, 488.43, 11.43, 70.43, 741.57, 4, 681.43
DBC1, 2019-07-08 01:00:00, 136.33, 180.67, 430.83, 19, 109.83, 726.83, 3.33, 711.17
DBC1, 2019-07-08 02:00:00, 394, 59.4, 288, 8.2, 14, 917, 0, 647.2
DBC1, 2019-07-08 03:00:00, 522.59, 145.06, 382.74, 18.68, 54.82, 990.66, 0.17, 732.61
DBC1, 2019-07-08 04:00:00, 418, 117.33, 337.67, 11.67, 40, 849.5, 0, 722.33
DBC1, 2019-07-08 05:00:00, 415, 73.83, 310.83, 8.33, 22.5, 871.33, 0.17, 667.5
DBC1, 2019-07-08 06:00:00, 470, 91.67, 341.67, 9.5, 55.33, 946.33, 0, 682.17
DBC1, 2019-07-08 07:00:00, 482.6, 319.4, 564.8, 10.2, 16.4, 887, 0.2, 1009.6
DBC1, 2019-07-08 08:00:00, 669, 293, 523, 15.8, 37, 1244.8, 0.2, 963
DBC1, 2019-07-08 09:00:00, 390.5, 82, 337.83, 9.33, 59.67, 908.83, 0.17, 671.33
DBC1, 2019-07-08 10:00:00, 747, 173.8, 517.8, 23.8, 72.4, 1364.6, 0.2, 962.2
DBC1, 2019-07-08 11:00:00, 958, 231.4, 503.4, 42.2, 116, 1475.8, 0.2, 867.4
DBC1, 2019-07-08 12:00:00, 1013.67, 322.5, 576.5, 34, 146.33, 1737.17, 0.17, 1024.17
DBC1, 2019-07-08 13:00:00, 1180.8, 268, 524, 97.6, 359.2, 2082.6, 0, 842.8
DBC1, 2019-07-08 14:00:00, 723.5, 164.33, 434.5, 34.5, 75, 1298.5, 0.17, 783.67
DBC1, 2019-07-08 15:00:00, 651.67, 96.5, 402.17, 17.33, 44.17, 1203.5, 0.17, 744.33
DBC1, 2019-07-08 16:00:00, 889.5, 371.83, 570.5, 31.67, 45.17, 1386.83, 0, 948.83
DBC1, 2019-07-08 17:00:00, 848.8, 171, 532.2, 18.8, 89.4, 1514.2, 0.2, 957.2
DBC1, 2019-07-08 18:00:00, 933.17, 221.5, 503.83, 40.83, 73.5, 1608.33, 0.17, 837.83
DBC1, 2019-07-08 19:00:00, 580.2, 202.6, 470, 12.4, 35.4, 1181.6, 0.2, 822.2
DBC1, 2019-07-08 20:00:00, 550.6, 116.2, 465.4, 13.8, 24, 1316, 0, 842
DBC1, 2019-07-08 21:00:00, 417.33, 77.67, 310.67, 9.67, 13.67, 857.83, 0.17, 571.5
DBC1, 2019-07-08 22:00:00, 14.83, 18, 120.67, 2.17, 10.17, 94.67, 0.33, 301.33
DBC1, 2019-07-08 23:00:00, 24, 13.67, 181.83, 1.67, 4.67, 128.67, 0.33, 476.5
DBC1, 2019-07-09 00:00:00, 24.83, 79.5, 249.33, 2.83, 5.33, 240.67, 0.33, 610.67
DBC1, 2019-07-09 01:00:00, 31.71, 21, 167.29, 1.86, 9, 137.29, 0.29, 435.14
DBC1, 2019-07-09 02:00:00, 55, 11, 148.17, 2.17, 5, 192.33, 0.17, 468.5
DBC1, 2019-07-09 03:00:00, 53.01, 20.22, 195.81, 2.2, 10.1, 212.46, 0.12, 546.88
DBC1, 2019-07-09 04:00:00, 58, 17.83, 176.5, 2, 7.67, 223.67, 0, 522.17
DBC1, 2019-07-09 05:00:00, 55.67, 8.67, 156.5, 2.17, 6, 195.67, 0.17, 464.5
DBC1, 2019-07-09 06:00:00, 58.33, 7.83, 160.5, 2.17, 7.33, 205.33, 0, 471.83
DBC1, 2019-07-09 07:00:00, 54.33, 64.17, 302.33, 2.33, 6, 280.17, 0, 765.33
DBC1, 2019-07-09 08:00:00, 52.67, 15, 163.33, 1.83, 8.17, 199, 0.17, 479.5
DBC1, 2019-07-09 09:00:00, 52.83, 8.33, 166.33, 2.33, 6.17, 187, 0, 474.17
DBC1, 2019-07-09 10:00:00, 59.8, 9.4, 177.2, 2.2, 10.8, 205.2, 0, 510
DBC1, 2019-07-09 11:00:00, 53.17, 9, 187.5, 1.83, 10.33, 226.33, 0.17, 551.5
DBC1, 2019-07-09 12:00:00, 60.6, 10.4, 212, 2.2, 18.2, 242.8, 0.2, 629.6
DBC1, 2019-07-09 13:00:00, 58.33, 10.17, 175.5, 3, 11.17, 216.17, 0, 533.83
DBC1, 2019-07-09 14:00:00, 58.5, 9.17, 186.5, 2, 8.83, 215.17, 0, 547.83
DBC1, 2019-07-09 15:00:00, 53.67, 10.17, 187, 2.17, 11.33, 201.83, 0.17, 523
DBC1, 2019-07-09 16:00:00, 67, 43.2, 255.8, 1.8, 12.8, 306.8, 0, 706.8
DBC1, 2019-07-09 17:00:00, 61.4, 12.6, 187.2, 2.8, 11.8, 211.4, 0.2, 536
DBC1, 2019-07-09 18:00:00, 71.17, 16, 232.17, 3.17, 17, 264.83, 0, 678.83
DBC1, 2019-07-09 19:00:00, 55, 22.43, 185.43, 2, 13, 215, 0.14, 509.29
DBC1, 2019-07-09 20:00:00, 59.17, 11.33, 191.83, 2.17, 11.83, 209.17, 0, 517.67
DBC1, 2019-07-09 21:00:00, 60.2, 11, 192, 2, 12.8, 212.8, 0, 519.4
DBC1, 2019-07-09 22:00:00, 37.4, 50.6, 284.6, 2.6, 13.8, 210.4, 0.6, 696.6
DBC1, 2019-07-09 23:00:00, 23.5, 15.33, 191.67, 1.67, 9, 132.33, 0.33, 492
DBC1, 2019-07-10 00:00:00, 27, 79.33, 256.83, 2.5, 8.5, 239.83, 0.5, 628
DBC1, 2019-07-10 01:00:00, 35.33, 27.5, 207, 2, 11.67, 158.33, 0.17, 532.33
DBC1, 2019-07-10 02:00:00, 49, 8.67, 132.5, 2, 5.33, 165.33, 0.17, 414.5
DBC1, 2019-07-10 03:00:00, 54.26, 21.22, 197.67, 2.27, 8, 216.05, 0.12, 549.63
DBC1, 2019-07-10 04:00:00, 59.33, 19.83, 188.67, 2.33, 5.83, 233.83, 0, 567.83
DBC1, 2019-07-10 05:00:00, 52.83, 8.5, 163.67, 2.17, 5.33, 193.17, 0.17, 493.17
DBC1, 2019-07-10 06:00:00, 59.17, 8.17, 168, 2.67, 6.33, 204.17, 0, 505
DBC1, 2019-07-10 07:00:00, 47.67, 82, 322.67, 2.33, 6.83, 300.5, 0.17, 791.17
DBC1, 2019-07-10 08:00:00, 52.8, 14.8, 181.4, 2, 7.4, 196, 0, 509
DBC1, 2019-07-10 09:00:00, 60, 9.17, 180.33, 2.17, 6.33, 200, 0, 512.83
DBC1, 2019-07-10 10:00:00, 64, 11.67, 182.67, 2.5, 10.17, 222.33, 0.17, 556.5
DBC1, 2019-07-10 11:00:00, 68.17, 10.5, 185.33, 2.33, 10, 219.5, 0, 575.67
DBC1, 2019-07-10 12:00:00, 71.6, 17.2, 224.8, 2.6, 9.6, 251.2, 0.2, 655.6
DBC1, 2019-07-10 13:00:00, 76.33, 11.17, 190.67, 2.5, 8, 231.17, 0.17, 538.5
DBC1, 2019-07-10 14:00:00, 50.14, 10, 163.86, 1.57, 6.57, 189.14, 0, 481.14
DBC1, 2019-07-10 15:00:00, 56.8, 10.6, 189.8, 2.2, 9.4, 221, 0, 545.2
DBC1, 2019-07-10 16:00:00, 55.5, 47.5, 257.33, 2.17, 6.17, 311.33, 0.17, 688.33
DBC1, 2019-07-10 17:00:00, 59.33, 11.67, 194.67, 2.67, 18, 217.5, 0, 546.5
DBC1, 2019-07-10 18:00:00, 56.67, 12.33, 192.33, 2.67, 7.33, 219, 0.17, 524.83
DBC1, 2019-07-10 19:00:00, 57.83, 30.5, 212.5, 2.67, 11.17, 245.5, 0, 569.83
DBC1, 2019-07-10 20:00:00, 61.5, 12.33, 188, 2, 6.67, 207, 0.17, 504.33
DBC1, 2019-07-10 21:00:00, 62.2, 10.2, 190.6, 2.4, 6.8, 204.2, 0, 496
DBC1, 2019-07-10 22:00:00, 40, 27.2, 236.4, 2, 8.8, 177.2, 0.4, 603.6
DBC1, 2019-07-10 23:00:00, 26.33, 15.5, 188.33, 1.83, 5.5, 140.33, 0.33, 486.67
DBC1, 2019-07-11 00:00:00, 29, 86.17, 265.67, 3, 7.5, 254.67, 0.5, 632.33
DBC1, 2019-07-11 01:00:00, 39.33, 26.33, 208.17, 2, 9, 166.5, 0.33, 533
DBC1, 2019-07-11 02:00:00, 62.17, 9, 153.67, 2.33, 9.17, 218.83, 0, 480.67
DBC1, 2019-07-11 03:00:00, 54.09, 18.96, 195.76, 2.3, 8.81, 220.02, 0.12, 551.96
DBC1, 2019-07-11 04:00:00, 57.5, 20.83, 180.33, 2.5, 5.17, 239, 0, 540.5
DBC1, 2019-07-11 05:00:00, 54.67, 8.5, 157.83, 2.33, 5.5, 199.5, 0, 478.17
DBC1, 2019-07-11 06:00:00, 56, 8.33, 161.33, 2.33, 5.67, 197.17, 0.17, 478.33
DBC1, 2019-07-11 07:00:00, 46.43, 51.43, 247.29, 2.29, 4.14, 259.71, 0, 662.86
DBC1, 2019-07-11 08:00:00, 58.5, 11.67, 169.67, 2.67, 7.17, 210.33, 0.17, 496.33
DBC1, 2019-07-11 09:00:00, 56.4, 9.6, 167, 2.4, 7.4, 201, 0, 476.6
DBC1, 2019-07-11 10:00:00, 57.83, 8.83, 172.83, 1.83, 7, 195.67, 0, 513
